Species,ID,Family2,Order2,Avibase.ID2,MODERN,HISTORICAL,BARB_H,BARB_M,BARB_EXT,BARB_NEW,POP_BARB,SAGU_H,SAGU_M,SAGU_EXT,SAGU_NEW,POP_SAGU,TOCHE_H,TOCHE_M,TOCHE_EXT,TOCHE_NEW,POP_TOCHE,HON_H,HON_M,HON_EXT,HON_NEW,POP_HON,FLOR_H,FLOR_M,FLOR_EXT,FLOR_NEW,POP_FLOR,FUSA_H,FUSA_M,FUSA_EXT,FUSA_NEW,POP_FUSA,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Previo_nombre
Aramides cajaneus,36,Rallidae,Gruiformes,AVIBASE-A52752EF,2,0,,,,,,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,7,3,2,2,5,51.3,27.9,5.3,11.1,63,178.7,20.8,157.9,11.6,62.8,397,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Aquatic predator,Terrestrial,
Ardea alba,37,Ardeidae,Pelecaniformes,AVIBASE-49D9148A,3,1,,,,,,,,,,,,,,,,0,3,,1,B,1,0,1,,A,,,,,,16,4,7,5,8,126.3,90.4,12,18.1,141.6,378.8,120.7,257.2,32.1,140.5,871.3,Dunning,NA,NO,NA,NA,Wetland,3,2,Carnivore,Aquatic predator,Terrestrial,
Ardea cocoi,38,Ardeidae,Pelecaniformes,AVIBASE-B49AB613,2,0,,,,,,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,9,0,3,6,4,146.9,120.1,18.7,28.2,186.4,466.3,147.5,316.5,31.8,178.3,1752.4,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,
Arremon assimilis,39,Passerellidae,Passeriformes,AVIBASE-296CB63F,10,9,,,,,,,,,,,8,0,1,,A,,,,,,,,,,,1,10,,,C,22,3,7,12,4,18.6,11.9,6.3,7.3,27.8,83.6,7.7,79.8,8.8,84.9,39,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,
Arremon aurantiirostris,40,Passerellidae,Passeriformes,AVIBASE-DDB56D82,32,5,4,5,,,C,,,,,,,,,,,1,27,,,C,,,,,,,,,,,33,6,22,5,9,16,10.9,6.6,8.5,25.5,72.7,8.3,65.1,11.3,66.4,34.5,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,
Arremon brunneinucha,41,Passerellidae,Passeriformes,AVIBASE-5A24AF5E,37,8,,,,,,4,17,,,C,0,9,,1,B,,,,,,,,,,,4,11,,,C,50,6,22,22,5,19.5,11.8,6.1,7.4,28.8,80.8,7.5,74.9,9.1,84.7,44,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist,
Arremon torquatus,42,Passerellidae,Passeriformes,AVIBASE-C6494962,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,27,3,3,21,7,18.9,10.7,6.1,7.2,32.2,80.5,7.8,72.8,9.8,85.7,42,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,
Arremonops conirostris,43,Passerellidae,Passeriformes,AVIBASE-BF9F34F5,19,13,6,0,1,,A,,,,,,,,,,,7,8,,,C,0,11,,1,B,,,,,,20,7,11,2,8,18,11.7,6.2,8.5,28.1,73.7,6.3,70.1,8.2,67.6,35.9,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Terrestrial,
Asio stygius,44,Strigidae,Strigiformes,AVIBASE-C1EAF183,0,1,,,,,,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,6,0,5,1,4,41.8,20.3,9.9,17.1,42.5,326.8,132.9,186.1,41.6,173.7,565,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,
Asthenes fuliginosa,45,Furnariidae,Passeriformes,AVIBASE-92EDD5BE,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,13,2,6,5,4,13.9,9,2.9,3.4,23.8,58,7.3,50.8,12.6,106.2,18.3,Dunning,NA,NO,NA,NA,Grassland,2,1,Carnivore,Invertivore,Insessorial,
Atalotriccus pilaris,46,Tyrannidae,Passeriformes,AVIBASE-CD3601B0,11,2,,,,,,,,,,,,,,,,2,11,,,C,,,,,,,,,,,4,0,2,2,4,13.6,6.3,3.4,2.6,15.4,41.2,3.6,37.6,8.8,33.4,6.8,Dunning,NA,NO,NA,NA,Woodland,2,1,Carnivore,Invertivore,Insessorial,
Atlapetes albinucha,47,Passerellidae,Passeriformes,AVIBASE-BED7D8CC,5,13,,,,,,6,1,,,C,1,4,,,C,,,,,,,,,,,6,0,1,,A,14,2,5,7,4,17.2,10.6,6.6,8,27,73.3,7.2,69.2,9.5,83.7,33.8,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,
Atlapetes albofrenatus,48,Passerellidae,Passeriformes,AVIBASE-3D4BB93D,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,C,4,1,0,3,4,15.7,9.5,5.3,6.7,26.4,72,9.4,62.5,13.1,78,30,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,
Atlapetes flaviceps,49,Passerellidae,Passeriformes,AVIBASE-19C9112F,10,2,,,,,,,,,,,2,10,,,C,,,,,,,,,,,,,,,,1,0,1,0,1,14.1,8.3,4.3,6.8,24.4,71,8,63,11.3,61,33.7,EltonTraits_Model,NA,NO,NA,NA,Forest,2,1,Herbivore,Omnivore,Insessorial,
Atlapetes fuscoolivaceus,50,Passerellidae,Passeriformes,AVIBASE-313A1403,24,8,,,,,,8,24,,,C,,,,,,,,,,,,,,,,,,,,,2,1,1,0,2,15.5,8.9,5.1,6.7,26.9,71.5,9.4,62.1,13.1,78.5,32.5,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,
Atlapetes leucopis,51,Passerellidae,Passeriformes,AVIBASE-1DCF89A9,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,3,1,4,16.5,10.3,5.6,7.5,29.3,79.8,10.7,69.1,13.3,85.2,43,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Generalist,
Atlapetes pallidinucha,52,Passerellidae,Passeriformes,AVIBASE-B4E51F83,22,7,,,,,,,,,,,2,6,,,C,,,,,,,,,,,5,16,,,C,8,2,4,2,4,16.5,9.3,5.4,7.2,29.4,77.6,9.3,68.2,12,78.8,34.6,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Omnivore,Insessorial,
Atlapetes schistaceus,53,Passerellidae,Passeriformes,AVIBASE-8B1FBB86,39,19,,,,,,,,,,,11,28,,,C,,,,,,,,,,,8,11,,,C,16,4,2,10,4,14,8.5,5.1,6.3,24.8,75.7,9.5,66.5,12.5,83.9,28,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Omnivore,Insessorial,
Atticora fasciata,54,Hirundinidae,Passeriformes,AVIBASE-DA652FA1,29,4,,,,,,,,,,,,,,,,,,,,,4,29,,,C,,,,,,9,4,4,1,4,9.6,5.2,3.6,2.4,10.4,97.7,47.6,49.5,49,64.1,13,Dunning,NA,NO,NA,NA,Riverine,2,1,Carnivore,Invertivore,Aerial,
Attila cinnamomeus,55,Tyrannidae,Passeriformes,AVIBASE-A6AB77CA,7,0,,,,,,,,,,,,,,,,,,,,,0,7,,1,B,,,,,,5,2,3,0,4,22.7,14.4,6.8,6.2,22.7,87.2,7.8,78.2,9,81.2,38.8,Dunning,NA,NO,NA,NA,Forest,3,1,Carnivore,Invertivore,Insessorial,
Attila spadiceus,56,Tyrannidae,Passeriformes,AVIBASE-BA09A296,38,0,0,13,,1,B,,,,,,,,,,,,,,,,0,25,,1,B,,,,,,27,9,9,9,9,22.3,15.8,7.3,6.5,24.9,85.6,12.3,70.9,14.8,67.8,39.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Aulacorhynchus albivitta,57,Ramphastidae,Piciformes,AVIBASE-8E12984D,39,9,,,,,,3,10,,,C,0,15,,1,B,,,,,,,,,,,6,14,,,C,36,10,18,8,15,67.4,58.9,21.3,23.5,31.3,123.9,15.6,107.8,12.6,120,195,Updated_literature,Dunning (2021),NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Aulacorhynchus haematopygus,58,Ramphastidae,Piciformes,AVIBASE-23DB8356,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,5,4,5,94,88.3,22.8,28.2,35.7,134.5,20.7,117.7,15,155,194.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Automolus infuscatus,59,Furnariidae,Passeriformes,AVIBASE-70B85047,0,5,,,,,,,,,,,,,,,,,,,,,5,0,1,,A,,,,,,27,5,13,9,4,24,14.4,4.8,6.5,22.5,90.8,17.8,73.6,19.4,73.5,32.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Automolus ochrolaemus,60,Furnariidae,Passeriformes,AVIBASE-CC56B1E8,1,1,,,,,,,,,,,,,,,,1,1,,,C,,,,,,,,,,,43,7,14,22,14,22.5,15,4.8,6.3,23.5,87.3,15.2,72,17.5,75.3,40.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Automolus subulatus,61,Furnariidae,Passeriformes,AVIBASE-4F8D6D4C,3,11,10,3,,,C,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,34,3,23,8,8,25.6,15.7,4.6,5.8,20.1,80.4,15.2,65.6,19,69.3,28.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Bangsia edwardsi,62,Thraupidae,Passeriformes,AVIBASE-5C7EE0EE,0,6,6,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0,4,16.9,10.1,6.2,7.3,23.6,90,20.6,69.4,22.9,54.1,37,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Baryphthengus martii,63,Momotidae,Coraciiformes,AVIBASE-435AB47D,13,19,12,12,,,C,,,,,,,,,,,2,0,1,,A,5,1,,,C,,,,,,22,10,5,7,7,49.3,33.5,11.7,14,32.6,150.7,24.3,126.6,16.1,250.8,165,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Omnivore,Insessorial,
Basileuterus rufifrons,64,Parulidae,Passeriformes,AVIBASE-AC24B6B5,29,0,,,,,,,,,,,,,,,,0,29,,1,B,,,,,,,,,,,13,5,7,1,4,12.6,7.2,3.9,4,20.1,51.1,5.7,44.6,11.3,61.8,10.4,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Basileuterus tristriatus,65,Parulidae,Passeriformes,AVIBASE-72362014,26,14,,,,,,11,21,,,C,,,,,,,,,,,,,,,,3,5,,,C,38,14,12,12,6,14.4,7.4,3.9,3.8,20.4,61.3,8.3,52.7,13.6,56.5,12,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Berlepschia rikeri,66,Furnariidae,Passeriformes,AVIBASE-EFEDF665,1,0,,,,,,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,11,2,6,3,4,25,19.6,4.8,6.3,21,96.1,30.4,65.5,31.7,77.7,37,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Boissonneaua flavescens,67,Trochilidae,Caprimulgiformes,AVIBASE-8DA07483,18,9,1,0,1,,A,0,12,,1,B,4,2,,,C,,,,,,,,,,,4,4,,,C,19,4,7,8,4,20.9,16.4,2.7,2.4,6.4,75.2,46.3,29.2,61.3,48.4,8.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Insessorial,
Brachygalba lugubris,68,Galbulidae,Galbuliformes,AVIBASE-8B22F11F,0,17,,,,,,,,,,,,,,,,,,,,,17,0,1,,A,,,,,,5,2,3,0,4,47.7,40,4.9,5.3,9.1,68.4,16.8,51.5,24.6,50,15.9,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Brotogeris jugularis,69,Psittacidae,Psittaciformes,AVIBASE-C360AA2F,66,3,,,,,,,,,,,,,,,,3,66,,,C,,,,,,,,,,,7,2,4,1,5,21.1,16.1,9.2,14.8,12.1,110.7,46.4,64.3,42,66.2,63.2,Dunning,NA,NO,NA,NA,Woodland,2,1,Herbivore,Omnivore,Insessorial,
Bubulcus ibis,70,Ardeidae,Pelecaniformes,AVIBASE-6CCDAC53,42,0,,,,,,0,14,,1,B,0,10,,1,B,,,,,,0,2,,1,B,0,16,,1,B,14,7,7,0,10,63.3,43.5,8.6,11.5,76.8,244.4,73,171.2,29.9,90.9,366,Dunning,NA,NO,NA,NA,Human Modified,3,2,Carnivore,Omnivore,Terrestrial,
Bucco capensis,71,Bucconidae,Galbuliformes,AVIBASE-6D419BE7,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,6,4,2,0,4,34.5,22,11.3,12.8,17.4,86.7,17.2,68.5,19.9,57,54,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Bucco macrodactylus,72,Bucconidae,Galbuliformes,AVIBASE-C22326DF,0,4,,,,,,,,,,,,,,,,,,,,,4,0,1,,A,,,,,,4,2,1,1,4,26.5,19.4,8.8,9.5,12.5,65,11.4,53.5,17.6,56.2,25,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Buteo nitidus,73,Accipitridae,Accipitriformes,AVIBASE-4ECE179D,13,0,,,,,,,,,,,,,,,,0,10,,1,B,0,3,,1,B,,,,,,10,3,7,0,2,30.3,18.5,11.2,15.3,64.6,247.3,71.9,189.5,27.5,170.6,519,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Vertivore,Insessorial,
Buteo platypterus,74,Accipitridae,Accipitriformes,AVIBASE-79F3C681,2,2,,,,,,,,,,,1,0,1,,A,0,1,,1,B,,,,,,1,1,,,C,13,6,7,0,4,28.3,17.8,11.1,14.4,53.4,277.7,103.7,177.4,36.9,178.8,453.7,Dunning,NA,NO,NA,NA,Forest,2,3,Carnivore,Vertivore,Insessorial,
Buthraupis montana,75,Thraupidae,Passeriformes,AVIBASE-B2725161,41,5,,,,,,,,,,,2,40,,,C,,,,,,,,,,,3,1,,,C,30,7,7,16,17,22.1,12,7.6,9.8,32.4,128.7,28,100.8,21.7,90.4,87.1,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Butorides striata,76,Ardeidae,Pelecaniformes,AVIBASE-36DF115B,12,6,2,1,,,C,1,0,1,,A,0,1,,1,B,1,5,,,C,2,5,,,C,,,,,,15,5,6,4,9,70.3,52.5,9.2,11.3,47,173.9,51.1,127,28.7,63.7,201.5,Dunning,NA,NO,NA,NA,Wetland,3,1,Carnivore,Aquatic predator,Terrestrial,
Cacicus cela,77,Icteridae,Passeriformes,AVIBASE-EC71EBAC,28,14,,,,,,,,,,,,,,,,,,,,,14,28,,,C,,,,,,14,5,8,1,5,33.6,23.9,8.3,11.8,29.7,145.2,39.5,102.9,27.5,98.6,85.5,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Omnivore,Insessorial,
Cacicus chrysonotus,78,Icteridae,Passeriformes,AVIBASE-4663E94B,18,9,,,,,,,,,,,9,18,,,C,,,,,,,,,,,,,,,,20,8,9,3,9,29,20.3,6.8,9.6,31.7,143.2,26.3,116.8,18.3,128.7,79.5,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Cacicus haemorrhous,79,Icteridae,Passeriformes,AVIBASE-020E6199,0,2,,,,,,,,,,,,,,,,,,,,,2,0,1,,A,,,,,,8,4,4,0,4,34,23.3,8.5,11.4,29.8,161.8,41.2,120.6,25,101.1,83.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Cacicus solitarius,80,Icteridae,Passeriformes,AVIBASE-FF72F24A,4,0,,,,,,,,,,,,,,,,,,,,,0,4,,1,B,,,,,,5,3,2,0,4,32.1,24.5,7,11.3,29,118.1,13.3,107.2,11,110.4,79.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Cacicus uropygialis,81,Icteridae,Passeriformes,AVIBASE-73399D4E,16,10,9,16,,,C,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,19,7,7,5,11,30.7,19.2,7,9.1,29.5,135.9,30.2,105,22.4,104.6,61.2,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Calochaetes coccineus,82,Thraupidae,Passeriformes,AVIBASE-92F622EE,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,4,0,1,3,4,18.5,11.1,6.1,8.3,20.7,95.2,22.9,72.3,24,58.8,46.4,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Insessorial,
Campephilus gayaquilensis,83,Picidae,Piciformes,AVIBASE-D0DF9B45,2,0,0,2,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,0,4,46.3,35.2,12.3,12.1,32.2,178.2,39.1,139.1,22,122.2,241.2,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,
Campephilus haematogaster,84,Picidae,Piciformes,AVIBASE-11F627E8,0,1,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,5,0,7,47.6,37,11.9,11.9,34.5,181.4,27.2,152.8,15.1,110.1,237,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campephilus melanoleucos,85,Picidae,Piciformes,AVIBASE-E34138C6,3,3,,,,,,2,0,1,,A,,,,,,0,1,,1,B,1,2,,,C,,,,,,14,6,8,0,6,45.6,34.5,12.2,12.5,32.8,184,40.7,144.8,21.9,119.4,256,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campephilus pollens,86,Picidae,Piciformes,AVIBASE-7AD8B036,1,2,,,,,,0,1,,1,B,1,0,1,,A,,,,,,,,,,,1,0,1,,A,11,5,6,0,4,49.4,35.9,11.8,11.3,30.4,174.6,28.5,145.9,16.4,127.5,187.9,Updated_live.sample,Live sample (field data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campephilus rubricollis,87,Picidae,Piciformes,AVIBASE-D7602D52,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,11,4,7,0,4,46.3,35.2,10.7,11.7,35,179.1,31.9,146.2,17.9,123.4,210.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Camptostoma obsoletum,88,Tyrannidae,Passeriformes,AVIBASE-FE36D76B,21,0,0,5,,1,B,0,4,,1,B,0,1,,1,B,0,3,,1,B,0,8,,1,B,,,,,,37,10,16,11,15,9.8,5.8,3.2,3.1,13.9,52.3,8.7,43.6,16.5,40.9,8.1,Dunning,NA,NO,NA,NA,Shrubland,2,1,Carnivore,Invertivore,Insessorial,
Campylopterus falcatus,89,Trochilidae,Caprimulgiformes,AVIBASE-D6C1978F,0,1,,,,,,1,0,1,,A,,,,,,,,,,,,,,,,,,,,,4,1,1,2,4,27,20.8,2.3,2,6,65.2,39.9,25.3,61.2,40.5,7.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Campylopterus largipennis,90,Trochilidae,Caprimulgiformes,AVIBASE-6EF5884B,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,,A,,,,,,10,3,5,2,8,30.2,24,2.7,2.9,5.6,72.3,44,28.1,61.1,47,8.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Nectarivore,Aerial,
Campylorhamphus pusillus,91,Furnariidae,Passeriformes,AVIBASE-D285B68F,2,2,1,0,1,,A,0,1,,1,B,,,,,,,,,,,,,,,,1,1,,,C,15,4,8,3,4,55,49.2,4.2,5.7,20.8,95.6,15.5,80,16.2,95,40.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campylorhamphus trochilirostris,92,Furnariidae,Passeriformes,AVIBASE-D5961A8E,1,2,1,0,1,,A,,,,,,,,,,,0,1,,1,B,1,0,1,,A,,,,,,42,8,27,7,10,60.7,56,4.4,5.5,21.5,98.5,14.9,84.6,15.1,91.9,40.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campylorhynchus turdinus,93,Troglodytidae,Passeriformes,AVIBASE-49145364,0,6,,,,,,,,,,,,,,,,,,,,,6,0,1,,A,,,,,,5,2,3,0,4,25.1,15.9,4.1,4.9,26.7,85.4,11.1,75.1,12.9,86.6,32.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Campylorhynchus zonatus,94,Troglodytidae,Passeriformes,AVIBASE-DA03B16F,7,2,,,,,,,,,,,,,,,,2,7,,,C,,,,,,,,,,,5,2,3,0,4,24,14.4,3.9,4.6,25.1,78.4,9.7,67.3,12.6,82,34.6,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Cantorchilus leucopogon,95,Troglodytidae,Passeriformes,AVIBASE-6CD673F3,23,1,1,23,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,0,3,18,11.8,3.8,3.8,19.2,54.9,6.2,47.5,11.5,40,19.1,EltonTraits_GenAvg,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Cantorchilus leucotis,96,Troglodytidae,Passeriformes,AVIBASE-DF6E7F1C,43,2,,,,,,,,,,,,,,,,2,5,,,C,0,38,,1,B,,,,,,15,4,7,4,5,18.8,12.4,3.5,3.8,22,62.1,7.6,54.8,12.2,48.1,19.4,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Cantorchilus nigricapillus,97,Troglodytidae,Passeriformes,AVIBASE-8F45CD3F,14,8,8,11,,,C,,,,,,,,,,,0,3,,1,B,,,,,,,,,,,38,15,17,6,4,19.2,12.8,4.2,4.3,24.9,65.8,6.3,58.2,9.8,54.3,23.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Capito auratus,98,Capitonidae,Piciformes,AVIBASE-6F0D3DCD,24,3,,,,,,,,,,,,,,,,,,,,,3,24,,,C,,,,,,10,5,5,0,4,26.2,16,7,10.4,22.6,84.3,15.5,68.9,18.4,54,57.4,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Capito aurovirens,99,Capitonidae,Piciformes,AVIBASE-0E2B41D8,5,7,,,,,,,,,,,,,,,,,,,,,7,5,,,C,,,,,,4,2,1,1,4,21.9,15.3,6.6,9.6,22.1,82.8,6.9,75.9,8.3,69.2,56.2,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Capito quinticolor,100,Capitonidae,Piciformes,AVIBASE-D05AA6D7,10,1,1,10,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,0,4,21.4,16.4,8.8,10.7,22.1,78.3,16.5,62,21,42.5,60,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Capito squamatus,101,Capitonidae,Piciformes,AVIBASE-5A6490E2,7,0,0,7,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,1,4,22.9,16.2,8.3,10.4,22.4,81.9,15.8,66,19.4,56.8,59.3,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Capsiempis flaveola,102,Tyrannidae,Passeriformes,AVIBASE-C4D2BEC1,1,0,,,,,,,,,,,,,,,,0,1,,1,B,,,,,,,,,,,13,5,6,2,4,10.8,6.3,4,3.1,16,49,6.1,41,12.9,48.5,7.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,
Caracara plancus,103,Falconidae,Falconiformes,AVIBASE-CFED276F,13,0,,,,,,,,,,,0,11,,1,B,,,,,,0,2,,1,B,,,,,,36,13,13,10,11,44.6,30.3,14.5,23.7,81.9,380,101.7,276.8,26.7,205.7,1078.6,Dunning,NA,NO,NA,NA,Shrubland,3,1,Omnivore,Omnivore,Terrestrial,
Cardellina canadensis,104,Parulidae,Passeriformes,AVIBASE-F2D675AF,12,2,,,,,,2,0,1,,A,,,,,,0,10,,1,B,,,,,,0,2,,1,B,51,15,24,12,4,13,7.2,4,3.6,19.2,62.5,16.5,47.3,25.9,52.7,10,Dunning,NA,NO,NA,NA,Forest,1,3,Carnivore,Invertivore,Insessorial,
Carpodectes hopkei,105,Cotingidae,Passeriformes,AVIBASE-4A9F7370,1,0,0,1,,1,B,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,0,5,22.1,12.8,7.1,6.8,24.1,150.3,26.2,122.9,17.3,92.2,102,Dunning,NA,NO,NA,NA,Forest,1,1,Herbivore,Frugivore,Insessorial,
Catamblyrhynchus diadema,106,Thraupidae,Passeriformes,AVIBASE-D8AD3D11,4,0,,,,,,,,,,,0,2,,1,B,,,,,,,,,,,0,2,,1,B,33,8,13,12,8,10.4,5.3,4.8,7.4,21.2,65,8,56.7,12.4,69.8,14.1,Dunning,NA,NO,NA,NA,Forest,2,1,Carnivore,Invertivore,Insessorial,
Catamenia homochroa,107,Thraupidae,Passeriformes,AVIBASE-2143C9BF,2,1,,,,,,,,,,,1,2,,,C,,,,,,,,,,,,,,,,12,3,9,0,4,11.4,7.6,4.7,6.2,20.5,64.2,10.1,54,15.8,57.4,12.2,Dunning,NA,NO,NA,NA,Shrubland,2,1,Herbivore,Granivore,Terrestrial,
Cathartes aura,108,Cathartidae,Cathartiformes,AVIBASE-36B3872D,6,0,0,3,,1,B,,,,,,,,,,,,,,,,0,3,,1,B,,,,,,6,0,2,4,4,51.5,27.6,14.3,17.2,54,508.5,135.6,369,26.9,244,1518.2,Dunning,NA,NO,NA,NA,Human Modified,3,2,Scavenger,Scavenger,Terrestrial,
Catharus aurantiirostris,109,Turdidae,Passeriformes,AVIBASE-7FC3681F,19,0,,,,,,0,19,,1,B,,,,,,,,,,,,,,,,,,,,,12,6,4,2,4,16.9,9.6,4.2,4.6,30.4,76.8,12.5,63.5,16.4,60.5,29.8,Dunning,NA,NO,NA,NA,Forest,2,1,Omnivore,Invertivore,Generalist,
Catharus fuscater,110,Turdidae,Passeriformes,AVIBASE-345A1B6E,4,0,,,,,,0,3,,1,B,,,,,,,,,,,,,,,,0,1,,1,B,11,2,7,2,4,17.7,9.7,3.6,4.5,33.3,88.4,14.4,71.2,16.9,78.9,33.7,Dunning,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist,
Catharus maculatus,111,Turdidae,Passeriformes,AVIBASE-3CC53D26,0,10,,,,,,10,0,1,,A,,,,,,,,,,,,,,,,,,,,,10,4,4,2,4,17.2,9.5,4.4,4.8,34.3,91.3,19,72.4,20.8,74.2,37.7,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Omnivore,Invertivore,Generalist,
