Species;ID;Family2;Order2;Avibase.ID2;MODERN;HISTORICAL;MIR_H_corr;MIR_M;MIR_M_LOST;MIR_EXT;MIR_EXT_1_2;MIR_NEW;POP_MIR;BARB_H_corr;BARB_M;BARB_M_LOST;BARB_EXT;BARB_EXT_1_2;BARB_NEW;POP_BARB;POP_BARB_SOLO_EXT;SAGU_H_corr;SAGU_M;SAGU_M_LOST;SAGU_EXT;SAGU_EXT_1_2;SAGU_NEW;POP_SAGU;TOCHE_H_corr;TOCHE_M;TOCHE_M_LOST;TOCHE_EXT;TOCHE_EXT_1_2;TOCHE_NEW;POP_TOCHE;HON_H_corr;HON_M;HON_M_LOST;HON_EXT;HON_EXT_1_2;HON_NEW;POP_HON;FLOR_H_corr;FLOR_M;FLOR_M_LOST;FLOR_EXT;FLOR_EXT_1_2;FLOR_NEW;POP_FLOR;FUSA_H_corr;FUSA_M;FUSA_M_LOST;FUSA_EXT;FUSA_EXT_1_2;FUSA_NEW;POP_FUSA;Total.individuals;Female;Male;Unknown;Complete.measures;Beak.Length_Culmen;Beak.Length_Nares;Beak.Width;Beak.Depth;Tarsus.Length;Wing.Length;Kipps.Distance;Secondary1;Hand.Wing.Index;Tail.Length;Mass;Mass.Source;Mass.Refs.Other;Inference;Traits.inferred;Reference.species;Habitat;Habitat.Density;Migration;Trophic.Level;Trophic.Niche;Primary.Lifestyle;EXTINCT;Extinct shared
Diglossa albilatera;250;Thraupidae;Passeriformes;AVIBASE-C33D6D15;44;25;1;1;1;3;;;C;;;;;;;;;0;5;;;;1;B;5;24;24;;;;C;;;;;;;;;;;;;;;19;14;14;;;;C;15;6;8;1;4;13.1;7.3;3.1;4.6;19.8;56.7;9.6;47.7;16.7;43.5;9.8;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Nectarivore;Insessorial;0;0
Diglossa caerulescens;251;Thraupidae;Passeriformes;AVIBASE-C14678F4;20;3;;;;;;;;;;;;;;;;;;;;;;;0;7;;;;1;B;;;;;;;;;;;;;;;3;13;13;;;;C;16;7;6;3;10;17.1;9.8;2.7;4.1;19.9;68.1;11.9;56.2;17.4;54.2;14.4;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Diglossa cyanea;252;Thraupidae;Passeriformes;AVIBASE-480CCA00;58;27;;;;;;;;;;;;;;;;0;2;;;;1;B;10;39;39;;;;C;;;;;;;;;;;;;;;17;17;17;;;;C;109;20;23;66;54;18;11.4;3.3;5.1;22.5;73.6;13.8;60;18.6;63;17;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Frugivore;Insessorial;0;0
Diglossa humeralis;253;Thraupidae;Passeriformes;AVIBASE-CC7387DB;12;6;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;C;;;;;;;;;;;;;;;4;11;11;;;;C;14;2;5;7;4;13.9;8.1;2.3;4.4;22.4;67.4;11.7;57.6;16.9;59.2;13.1;Dunning;NA;NO;NA;NA;Shrubland;2;1;Herbivore;Nectarivore;Insessorial;0;0
Diglossa lafresnayii;254;Thraupidae;Passeriformes;AVIBASE-2C186D87;2;0;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;19;6;10;3;4;17.3;9.3;2.6;4.9;24.8;70.9;11.4;60;16;63.4;16;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Nectarivore;Insessorial;0;0
Diglossa sittoides;255;Thraupidae;Passeriformes;AVIBASE-4D0ECEE5;8;5;1;1;1;3;;;C;;;;;;;;;3;6;6;;;;C;1;1;1;3;;;C;;;;;;;;;;;;;;;;;;;;;;16;7;5;4;4;12.9;7.6;2.5;4.4;18.7;57.1;13.1;46.9;21.9;46.2;9;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Omnivore;Insessorial;0;0
Discosura conversii;256;Trochilidae;Caprimulgiformes;AVIBASE-88B5FB8A;0;7;;;;;;;;7;0;;2;1;;A;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;2;0;4;14.4;10;1.3;1.3;6.4;42.2;29.2;13;69.2;42;3;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;1;1
Dolichonyx oryzivorus;257;Icteridae;Passeriformes;AVIBASE-F845062F;0;2;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;5;2;3;0;4;16.2;9.8;5.9;7.6;26.5;90.2;32;58.5;35.4;61.8;31.5;Dunning;NA;NO;NA;NA;Grassland;1;3;Omnivore;Granivore;Generalist;1;2
Donacobius atricapilla;258;Donacobiidae;Passeriformes;AVIBASE-878C7D44;15;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;7;;;;C;10;8;8;;;;C;;;;;;;;7;3;3;1;4;26.1;14.9;4.6;5.3;31.7;81.1;7.7;72.5;9.6;98.5;36.8;Dunning;NA;NO;NA;NA;Wetland;3;1;Carnivore;Invertivore;Insessorial;0;0
Doryfera johannae;259;Trochilidae;Caprimulgiformes;AVIBASE-60EFC383;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;9;4;5;0;4;30.6;25.6;1.9;1.9;5.3;52.8;34.5;18.2;65.5;28.2;4.8;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Doryfera ludovicae;260;Trochilidae;Caprimulgiformes;AVIBASE-0EB01930;18;1;1;2;2;;;;C;;;;;;;;;0;3;;;;1;B;;;;;;;;;;;;;;;;;;;;;;0;13;;;;1;B;17;6;7;4;5;37.6;30.6;2.8;2.3;5.8;57.4;35.2;22.1;61.5;34.7;6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Drymophila striaticeps;261;Thamnophilidae;Passeriformes;AVIBASE-C48433AA;5;2;2;0;;2;1;;A;;;;;;;;;;;;;;;;0;5;;;;1;B;;;;;;;;;;;;;;;;;;;;;;8;4;4;0;4;19.7;8.9;4.2;3.5;19.1;53;6;48.4;10.9;74.7;12.2;Updated_literature;Dunning (2021);NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Dryobates affinis;262;Picidae;Piciformes;AVIBASE-E6263EA8;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;2;;;;C;;;;;;;;7;2;5;0;4;22.1;17.6;5.6;6.7;16.2;91.9;18.9;72.6;20.7;62.5;34.8;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Dryobates dignus;263;Picidae;Piciformes;AVIBASE-34E5F17C;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;5;1;4;0;5;21;15.8;7.5;6.1;20.3;96.6;23.3;73.3;24.1;61.2;37.6;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Dryobates fumigatus;264;Picidae;Piciformes;AVIBASE-5481FBB2;13;8;1;3;3;;;;C;;;;;;;;;3;3;3;;;;C;0;4;;;;1;B;;;;;;;;;;;;;;;4;3;3;;;;C;14;5;8;1;4;22;16.9;6.9;6.7;18;95.1;19.1;76.4;20;61.8;36.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Dryobates kirkii;265;Picidae;Piciformes;AVIBASE-CB586CF6;3;9;;;;;;;;6;0;;1;1;;A;A;;;;;;;;;;;;;;;3;3;3;;;;C;;;;;;;;;;;;;;;7;4;3;0;4;20.9;16.2;5.3;5.9;16.5;86.1;15.4;72.8;17.5;58.5;28.8;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;1;1
Dryobates nigriceps;266;Picidae;Piciformes;AVIBASE-FED6FBFC;1;0;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;21;10;11;0;4;24.3;16.9;6.2;6.9;19.4;97.8;18.2;79.5;18.6;68.9;44;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Dryobates passerinus;267;Picidae;Piciformes;AVIBASE-898101E6;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;12;7;5;0;4;18.7;15.9;5.5;5.3;14.3;76.6;11.5;65.1;15.1;46.9;32.1;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Dryocopus lineatus;268;Picidae;Piciformes;AVIBASE-3CD8FECC;5;1;1;2;2;;;;C;0;1;;;;1;B;B;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;34;13;20;1;15;41.3;30.5;11;10.2;28.6;184.7;41;144.9;22;122;183.2;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Dubusia taeniata;269;Thraupidae;Passeriformes;AVIBASE-13B9C70F;7;3;;;;;;;;;;;;;;;;;;;;;;;0;4;;;;1;B;;;;;;;;;;;;;;;3;3;3;;;;C;21;8;11;2;4;22.2;10.7;5.7;7.4;28.2;90.5;12.4;78.4;13.6;91.7;37;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Frugivore;Insessorial;0;0
Dysithamnus mentalis;270;Thamnophilidae;Passeriformes;AVIBASE-90AD65F2;29;15;7;9;9;;;;C;;;;;;;;;6;20;20;;;;C;;;;;;;;2;0;;2;1;;A;;;;;;;;;;;;;;;66;18;43;5;9;15.8;9.2;4.2;4.6;19;59.8;6.7;54;11.1;42.6;14.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Dysithamnus puncticeps;271;Thamnophilidae;Passeriformes;AVIBASE-D8D88AC0;4;8;;;;;;;;8;4;4;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;3;0;4;18;10.6;4.9;5.1;20.3;57.8;8.2;51.1;13.8;37.1;14.9;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Elaenia brachyptera;272;Tyrannidae;Passeriformes;AVIBASE-21774F5F;1;0;;;;;;;;0;1;;;;1;B;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;1;13.6;7.5;4.5;3.6;18.7;72;14.4;57.6;20;63;15.4;DataFromSplit;NA;NO;NA;NA;Woodland;3;2;Omnivore;Omnivore;Insessorial;0;0
Elaenia chiriquensis;273;Tyrannidae;Passeriformes;AVIBASE-6AC0CC9E;6;16;1;1;1;3;;;C;;;;;;;;;12;4;4;;;;C;2;0;;2;1;;A;;;;;;;;;;;;;;;1;1;1;3;;;C;6;2;3;1;4;12.8;7.8;4.3;4.1;16.4;72.4;15;57.3;20.8;62;15.4;Dunning;NA;NO;NA;NA;Shrubland;3;2;Omnivore;Omnivore;Insessorial;1;1
Elaenia flavogaster;274;Tyrannidae;Passeriformes;AVIBASE-B655AA73;63;7;1;2;2;;;;C;2;12;12;;;;C;C;1;3;3;;;;C;;;;;;;;3;45;45;;;;C;;;;;;;;0;1;;;;1;B;80;19;16;45;12;12.7;7.2;5;4;21.4;77.4;12.7;64.5;16.4;70.6;24.8;Dunning;NA;NO;NA;NA;Woodland;3;1;Omnivore;Invertivore;Insessorial;0;0
Elaenia frantzii;275;Tyrannidae;Passeriformes;AVIBASE-97AD0B38;43;4;;;;;;;;;;;;;;;;0;14;;;;1;B;1;23;23;;;;C;;;;;;;;;;;;;;;3;6;6;;;;C;22;6;10;6;7;12.6;7;4.4;3.6;16.6;74.6;15;62.5;19.3;65.4;19.6;Dunning;NA;NO;NA;NA;Forest;3;1;Herbivore;Frugivore;Insessorial;0;0
Elaenia gigas;276;Tyrannidae;Passeriformes;AVIBASE-2956BBB3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;11;3;5;3;8;15.6;8.1;4.9;4.3;19.4;89.5;17.5;72;19.5;74.1;31;Dunning;NA;NO;NA;NA;Shrubland;1;2;Omnivore;Invertivore;Insessorial;0;0
Elaenia obscura;277;Tyrannidae;Passeriformes;AVIBASE-E6A70247;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;8;0;1;15.8;8.2;4.1;4.3;20.3;84.7;13.1;71.6;15.4;84.5;23.9;Dunning;NA;NO;NA;NA;Forest;1;1;Omnivore;Invertivore;Insessorial;0;0
Elaenia parvirostris;278;Tyrannidae;Passeriformes;AVIBASE-93E59B5B;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;3;;;;C;;;;;;;;12;6;6;0;4;13.2;6.5;3.5;3.1;18.6;69.4;13.9;55.9;19.9;64.9;13.8;Dunning;NA;NO;NA;NA;Forest;2;3;Carnivore;Invertivore;Insessorial;0;0
Elanoides forficatus;279;Accipitridae;Accipitriformes;AVIBASE-1BAC6645;7;2;;;;;;;;;;;;;;;;0;5;;;;1;B;1;1;1;3;;;C;;;;;;;;1;1;1;3;;;C;;;;;;;;5;2;3;0;4;29.4;19;10.2;12.3;33.5;412.8;189.1;214.7;46.9;279.2;416.2;Dunning;NA;NO;NA;NA;Forest;2;3;Carnivore;Invertivore;Generalist;0;0
Emberizoides herbicola;280;Thraupidae;Passeriformes;AVIBASE-BA6FDF30;2;0;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4;5;1;4;14.9;8.3;4.8;6.5;23.6;70.1;7.4;60.9;10.8;97;27.6;Dunning;NA;NO;NA;NA;Grassland;3;1;Omnivore;Granivore;Terrestrial;0;0
Empidonax traillii;281;Tyrannidae;Passeriformes;AVIBASE-5BC4E0EF;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;3;;;C;;;;;;;;;;;;;;;15;2;2;11;4;13.1;8.5;5.9;4.3;18.4;66.5;16.2;52.6;23.5;59.1;13.4;Dunning;NA;NO;NA;NA;Shrubland;2;3;Carnivore;Invertivore;Insessorial;0;0
Empidonax virescens;282;Tyrannidae;Passeriformes;AVIBASE-2778A3F4;11;0;;;;;;;;0;3;;;;1;B;B;;;;;;;;;;;;;;;0;8;;;;1;B;;;;;;;;;;;;;;;48;5;8;35;5;13.3;9.1;6.1;4;17.1;71;19.9;52.1;27.5;58.8;12.6;Dunning;NA;NO;NA;NA;Forest;2;3;Carnivore;Invertivore;Insessorial;0;0
Empidonomus varius;283;Tyrannidae;Passeriformes;AVIBASE-BD902263;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;;;;1;B;;;;;;;;20;9;8;3;4;17.5;10.5;6.3;5.5;15.3;96.8;23.5;73.3;24.2;80.6;27.1;Dunning;NA;NO;NA;NA;Woodland;2;3;Omnivore;Invertivore;Insessorial;0;0
Ensifera ensifera;284;Trochilidae;Caprimulgiformes;AVIBASE-191F838F;13;3;;;;;;;;;;;;;;;;;;;;;;;2;12;12;;;;C;;;;;;;;;;;;;;;1;1;1;3;;;C;14;8;6;0;3;97.4;87.2;2.5;3;4.8;76.3;45.6;32.3;58.7;60.5;11.2;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Epinecrophylla fulviventris;285;Thamnophilidae;Passeriformes;AVIBASE-CB6DE0FA;16;4;1;4;4;;;;C;3;12;12;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;12;15;0;11;15;9.7;4.1;4.4;16.5;50.9;5.9;44.9;11.5;33.2;10.4;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Epinecrophylla haematonota;286;Thamnophilidae;Passeriformes;AVIBASE-BF22DBB9;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;1;1;;A;;;;;;;;20;9;11;0;11;14.8;9.2;3.8;4;16.1;50.2;6.9;44.1;13.6;37.8;8.7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Eriocnemis derbyi;287;Trochilidae;Caprimulgiformes;AVIBASE-AD8A1A5A;1;19;;;;;;;;;;;;;;;;;;;;;;;19;1;1;;;;C;;;;;;;;;;;;;;;;;;;;;;5;2;3;0;4;22.9;18;1.6;2;7.2;56.2;34.8;21.2;62.1;32.4;5.5;Updated_literature;Dunning (2021);NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;0;0
Eriocnemis vestita;288;Trochilidae;Caprimulgiformes;AVIBASE-B8D63EF5;14;4;;;;;;;;;;;;;;;;;;;;;;;0;3;;;;1;B;;;;;;;;;;;;;;;4;11;11;;;;C;8;4;4;0;4;22.3;16.4;2;1.5;6.1;58.5;35.9;22.5;61.5;42.1;4.5;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Nectarivore;Aerial;0;0
Eubucco bourcierii;289;Capitonidae;Piciformes;AVIBASE-81825EC2;4;3;0;1;;;;1;B;;;;;;;;;3;1;1;3;;;C;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;9;4;5;0;4;20.6;14.8;5.8;8.6;20.9;72;10.6;60.9;14.8;52.4;37;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Euchrepomis callinota;290;Thamnophilidae;Passeriformes;AVIBASE-3F65C962;1;2;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;;;;;;;;;;;;;;;2;0;;1;1;;A;6;1;3;2;3;15.8;8.3;2.9;3.1;14.2;52.7;6.5;46.7;12.1;41.3;7;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Eucometis penicillata;291;Thraupidae;Passeriformes;AVIBASE-05296BB4;12;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;12;12;;;;C;;;;;;;;;;;;;;;13;3;5;5;6;18;11.6;6.4;6.9;20.4;88.7;16.3;73.2;18.2;76.8;27;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
Euphonia chrysopasta;292;Fringillidae;Passeriformes;AVIBASE-313E4A17;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;;1;B;;;;;;;;9;4;5;0;4;11.5;6.2;5;5.3;14.6;56.9;12;45;21;35.1;14;Dunning;NA;NO;NA;NA;Forest;2;1;Omnivore;Frugivore;Insessorial;0;0
Euphonia concinna;293;Fringillidae;Passeriformes;AVIBASE-D6D63B24;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;;;C;;;;;;;;;;;;;;;5;2;3;0;4;9;5;4;3.9;14;55.7;14.2;41.4;25.6;35.7;10.3;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Frugivore;Insessorial;0;0
Euphonia fulvicrissa;294;Fringillidae;Passeriformes;AVIBASE-0676F27A;3;2;;;;;;;;2;3;3;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;4;0;5;10.1;6.5;4.7;4.9;14.5;51.2;10.3;40.5;20.2;26.7;11;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;0;0
Euphonia laniirostris;295;Fringillidae;Passeriformes;AVIBASE-F1D2C345;49;6;0;1;;;;1;B;;;;;;;;;0;4;;;;1;B;0;2;;;;1;B;5;35;35;;;;C;1;7;7;;;;C;;;;;;;;91;34;51;6;9;10.1;6.5;5.6;5.7;17.3;61;14;45.9;23.4;37.1;15;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;0;0
Euphonia minuta;296;Fringillidae;Passeriformes;AVIBASE-A243C1D2;3;1;;;;;;;;1;2;2;;;;C;C;;;;;;;;;;;;;;;;;;;;;;0;1;;;;1;B;;;;;;;;9;4;5;0;4;10.6;5.7;4.1;3.6;12.4;51.4;11.8;39.5;22.9;27.7;10;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Frugivore;Insessorial;0;0
Euphonia xanthogaster;297;Fringillidae;Passeriformes;AVIBASE-2D1A6C0F;16;13;3;1;1;;;;C;2;0;;2;1;;A;C;2;11;11;;;;C;;;;;;;;;;;;;;;6;4;4;;;;C;;;;;;;;35;13;17;5;16;10.7;6;4.8;4.8;16.4;61.4;13.7;47.7;22.4;36;13;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;1;1
Euscarthmus meloryphus;298;Tyrannidae;Passeriformes;AVIBASE-879DAFFF;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;;;;1;B;;;;;;;;;;;;;;;10;3;4;3;4;11.9;6.7;2.9;3.2;18.2;46;4.8;40.5;10.6;39;6.8;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;0;0
Eutoxeres aquila;299;Trochilidae;Caprimulgiformes;AVIBASE-656474D9;13;1;;;;;;;;0;2;;;;1;B;B;0;5;;;;1;B;0;4;;;;1;B;;;;;;;;;;;;;;;1;2;2;;;;C;11;4;6;1;4;27.5;23.1;3.6;2.9;6.8;70.5;42.9;27.8;60.7;54;10.6;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Insessorial;0;0
Falco rufigularis;300;Falconidae;Falconiformes;AVIBASE-EF9568DE;2;5;;;;;;;;;;;;;;;;2;1;1;3;;;C;;;;;;;;;;;;;;;3;1;1;;;;C;;;;;;;;8;6;2;0;8;19.6;12;9.7;11;32.8;198.8;80;118.7;40.3;108;163.6;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Vertivore;Aerial;0;0
Falco sparverius;301;Falconidae;Falconiformes;AVIBASE-20C2214E;26;9;;;;;;;;;;;;;;;;;;;;;;;2;19;19;;;;C;4;6;6;;;;C;;;;;;;;3;1;1;3;;;C;7;1;5;1;4;17.1;11;8.4;10.1;33.7;182.4;77.9;100.1;43.7;126.5;114.6;Dunning;NA;NO;NA;NA;Grassland;3;3;Carnivore;Omnivore;Insessorial;0;0
Florisuga mellivora;302;Trochilidae;Caprimulgiformes;AVIBASE-80DA0464;18;11;3;2;2;;;;C;8;8;8;;;;C;C;;;;;;;;;;;;;;;;;;;;;;0;8;;;;1;B;;;;;;;;46;12;25;9;9;23.6;16.7;2.6;2.7;5;67.8;43.8;22.6;66.1;36.8;7.4;Dunning;NA;NO;NA;NA;Forest;1;1;Herbivore;Nectarivore;Aerial;0;0
Fluvicola pica;303;Tyrannidae;Passeriformes;AVIBASE-131BC7FC;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;3;;;;C;;;;;;;;;;;;;;;12;2;5;5;9;16.4;9.6;4.7;3.4;20.7;63.9;10.8;53.6;16.8;48.6;12.3;Dunning;NA;NO;NA;NA;Wetland;3;2;Carnivore;Invertivore;Insessorial;0;0
Formicarius analis;304;Formicariidae;Passeriformes;AVIBASE-7E4EE12D;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;1;1;;A;;;;;;;;30;4;20;6;12;21.8;13.4;5.6;6;32.4;89.3;14.8;74.6;16.6;56.8;62.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Terrestrial;1;1
Formicarius colma;305;Formicariidae;Passeriformes;AVIBASE-4564EA5A;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;1;1;;A;;;;;;;;13;4;5;4;4;21.5;12.1;5.1;5.3;29.9;85;16.3;69.3;19;53.4;47;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Terrestrial;1;1
Formicarius rufipectus;306;Formicariidae;Passeriformes;AVIBASE-54D73240;0;9;9;0;;1;1;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;4;1;4;26.8;13.5;5.7;6.6;36.5;92;11.8;80.3;12.7;55.4;74.4;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Terrestrial;1;1
Formicivora grisea;307;Thamnophilidae;Passeriformes;AVIBASE-AC7F0A89;22;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;21;21;;;;C;;;;;;;;1;1;1;3;;;C;48;20;28;0;8;15.5;9.4;3.7;3.8;20.5;52.9;3.9;49;7.4;48.8;10.4;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Insessorial;0;0
Forpus conspicillatus;308;Psittacidae;Psittaciformes;AVIBASE-44585D05;24;13;9;1;1;;;;C;;;;;;;;;0;3;;;;1;B;;;;;;;;4;20;20;;;;C;;;;;;;;;;;;;;;13;1;4;8;4;13.5;11.5;9.6;11.5;9.9;77.2;30.5;49;38.4;38.8;26.4;Dunning;NA;NO;NA;NA;Woodland;2;1;Herbivore;Omnivore;Generalist;0;0
Forpus modestus;309;Psittacidae;Psittaciformes;AVIBASE-23C704E1;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;2;1;;A;;;;;;;;7;3;4;0;4;14.5;12.5;8.6;13.7;10.3;81;30.3;51.1;37.3;38.1;27.2;Dunning;NA;NO;NA;NA;Forest;2;1;Herbivore;Frugivore;Insessorial;1;1
Furnarius leucopus;310;Furnariidae;Passeriformes;AVIBASE-936D8DEC;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;1;B;;;;;;;;;;;;;;;41;12;23;6;12;24.6;16.2;4.1;4.8;30.3;90.1;14.6;75.8;16.2;61.4;54.8;Dunning;NA;NO;NA;NA;Shrubland;2;1;Carnivore;Invertivore;Terrestrial;0;0
Galbalcyrhynchus leucotis;311;Galbulidae;Galbuliformes;AVIBASE-E3EC251C;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;7;;;;C;;;;;;;;4;1;3;0;4;54;42.5;8.3;12.1;18.8;87.8;21.2;66.5;24.1;53.5;46.9;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Galbula albirostris;312;Galbulidae;Galbuliformes;AVIBASE-3F3135FF;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;1;1;;A;;;;;;;;9;3;6;0;7;40.6;33.2;5.4;6.3;11.7;75.3;17;58.1;22.6;69;22.1;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;1;1
Galbula ruficauda;313;Galbulidae;Galbuliformes;AVIBASE-2EE639E9;17;10;;;;;;;;5;1;1;;;;C;C;;;;;;;;;;;;;;;5;16;16;;;;C;;;;;;;;;;;;;;;14;5;6;3;4;53.8;46.8;5.4;7;11.3;78.3;16.6;62.2;21.1;100.9;26.5;Dunning;NA;NO;NA;NA;Forest;2;1;Carnivore;Invertivore;Insessorial;0;0
Galbula tombacea;314;Galbulidae;Galbuliformes;AVIBASE-7E2D591F;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;3;;;C;;;;;;;;5;2;3;0;4;47.2;40.9;5;6.1;11.7;77;11.6;64.9;15.2;86;23.2;Dunning;NA;NO;NA;NA;Forest;1;1;Carnivore;Invertivore;Insessorial;0;0
